01.01.2023,Day-ahead Price,Currency,Year,Month,Day,Hour
06:00 - 07:00,133.2,EUR,2023,10,3,7
07:00 - 08:00,135.3,EUR,2023,10,3,8
08:00 - 09:00,119.92,EUR,2023,10,3,9
09:00 - 10:00,84.2,EUR,2023,10,3,10
10:00 - 11:00,64.89,EUR,2023,10,3,11
11:00 - 12:00,27.8,EUR,2023,10,3,12
12:00 - 13:00,0.07,EUR,2023,10,3,13
13:00 - 14:00,0,EUR,2023,10,3,14
14:00 - 15:00,0,EUR,2023,10,3,15
15:00 - 16:00,67.5,EUR,2023,10,3,16
16:00 - 17:00,108,EUR,2023,10,3,17
17:00 - 18:00,131.1,EUR,2023,10,3,18
18:00 - 19:00,124,EUR,2023,10,3,19
19:00 - 20:00,99.9,EUR,2023,10,3,20
20:00 - 21:00,97.4,EUR,2023,10,3,21
21:00 - 22:00,84.89,EUR,2023,10,3,22
22:00 - 23:00,52.2,EUR,2023,10,3,23
23:00 - 00:00,44,EUR,2023,10,3,24
00:00 - 01:00,44,EUR,2023,10,4,1
01:00 - 02:00,37.64,EUR,2023,10,4,2
02:00 - 03:00,35.07,EUR,2023,10,4,3
03:00 - 04:00,47.97,EUR,2023,10,4,4
04:00 - 05:00,98.56,EUR,2023,10,4,5
05:00 - 06:00,116.86,EUR,2023,10,4,6
06:00 - 07:00,121.22,EUR,2023,10,4,7
07:00 - 08:00,105.87,EUR,2023,10,4,8
08:00 - 09:00,77.66,EUR,2023,10,4,9
09:00 - 10:00,67,EUR,2023,10,4,10
10:00 - 11:00,20.72,EUR,2023,10,4,11
11:00 - 12:00,41.81,EUR,2023,10,4,12
12:00 - 13:00,33.17,EUR,2023,10,4,13
13:00 - 14:00,62.2,EUR,2023,10,4,14
14:00 - 15:00,80.77,EUR,2023,10,4,15
15:00 - 16:00,92,EUR,2023,10,4,16
16:00 - 17:00,99.4,EUR,2023,10,4,17
17:00 - 18:00,127.78,EUR,2023,10,4,18
18:00 - 19:00,116.1,EUR,2023,10,4,19
19:00 - 20:00,87.81,EUR,2023,10,4,20
20:00 - 21:00,85.59,EUR,2023,10,4,21
21:00 - 22:00,77.86,EUR,2023,10,4,22
22:00 - 23:00,82.7,EUR,2023,10,4,23
23:00 - 00:00,76.88,EUR,2023,10,4,24
00:00 - 01:00,70.3,EUR,2023,10,5,1
01:00 - 02:00,61.2,EUR,2023,10,5,2
02:00 - 03:00,69,EUR,2023,10,5,3
03:00 - 04:00,78.22,EUR,2023,10,5,4
04:00 - 05:00,89.52,EUR,2023,10,5,5
05:00 - 06:00,107.58,EUR,2023,10,5,6
06:00 - 07:00,121.83,EUR,2023,10,5,7
07:00 - 08:00,107.11,EUR,2023,10,5,8
08:00 - 09:00,87.33,EUR,2023,10,5,9
09:00 - 10:00,84.61,EUR,2023,10,5,10
10:00 - 11:00,87.61,EUR,2023,10,5,11
11:00 - 12:00,78.33,EUR,2023,10,5,12
12:00 - 13:00,80.03,EUR,2023,10,5,13
13:00 - 14:00,83.62,EUR,2023,10,5,14
14:00 - 15:00,94.23,EUR,2023,10,5,15
15:00 - 16:00,111.16,EUR,2023,10,5,16
16:00 - 17:00,165.07,EUR,2023,10,5,17
17:00 - 18:00,229.82,EUR,2023,10,5,18
18:00 - 19:00,139.4,EUR,2023,10,5,19
19:00 - 20:00,109.93,EUR,2023,10,5,20
20:00 - 21:00,100.98,EUR,2023,10,5,21
21:00 - 22:00,94.58,EUR,2023,10,5,22
22:00 - 23:00,87.39,EUR,2023,10,5,23
23:00 - 00:00,84.86,EUR,2023,10,5,24
00:00 - 01:00,76,EUR,2023,10,6,1
01:00 - 02:00,75.06,EUR,2023,10,6,2
02:00 - 03:00,66.92,EUR,2023,10,6,3
03:00 - 04:00,71.78,EUR,2023,10,6,4
04:00 - 05:00,93.62,EUR,2023,10,6,5
05:00 - 06:00,115.51,EUR,2023,10,6,6
06:00 - 07:00,120.66,EUR,2023,10,6,7
07:00 - 08:00,104.39,EUR,2023,10,6,8
08:00 - 09:00,84,EUR,2023,10,6,9
09:00 - 10:00,63.07,EUR,2023,10,6,10
10:00 - 11:00,16.22,EUR,2023,10,6,11
11:00 - 12:00,5.04,EUR,2023,10,6,12
12:00 - 13:00,1.47,EUR,2023,10,6,13
13:00 - 14:00,39,EUR,2023,10,6,14
14:00 - 15:00,62.24,EUR,2023,10,6,15
15:00 - 16:00,86.55,EUR,2023,10,6,16
16:00 - 17:00,103.44,EUR,2023,10,6,17
17:00 - 18:00,111.8,EUR,2023,10,6,18
18:00 - 19:00,100.72,EUR,2023,10,6,19
19:00 - 20:00,77.64,EUR,2023,10,6,20
20:00 - 21:00,80,EUR,2023,10,6,21
21:00 - 22:00,85.1,EUR,2023,10,6,22
22:00 - 23:00,55,EUR,2023,10,6,23
23:00 - 00:00,50.79,EUR,2023,10,6,24
00:00 - 01:00,2.43,EUR,2023,10,7,1
01:00 - 02:00,3.26,EUR,2023,10,7,2
02:00 - 03:00,6.24,EUR,2023,10,7,3
03:00 - 04:00,21.45,EUR,2023,10,7,4
04:00 - 05:00,51.92,EUR,2023,10,7,5
05:00 - 06:00,66.66,EUR,2023,10,7,6
06:00 - 07:00,71.07,EUR,2023,10,7,7
07:00 - 08:00,68.66,EUR,2023,10,7,8
08:00 - 09:00,46.81,EUR,2023,10,7,9
09:00 - 10:00,19.62,EUR,2023,10,7,10
10:00 - 11:00,10.38,EUR,2023,10,7,11
11:00 - 12:00,0.22,EUR,2023,10,7,12
12:00 - 13:00,1,EUR,2023,10,7,13
13:00 - 14:00,22.01,EUR,2023,10,7,14
14:00 - 15:00,61.59,EUR,2023,10,7,15
15:00 - 16:00,86.44,EUR,2023,10,7,16
16:00 - 17:00,102.28,EUR,2023,10,7,17
17:00 - 18:00,108.91,EUR,2023,10,7,18
18:00 - 19:00,100,EUR,2023,10,7,19
19:00 - 20:00,83.99,EUR,2023,10,7,20
20:00 - 21:00,76.19,EUR,2023,10,7,21
21:00 - 22:00,72,EUR,2023,10,7,22
22:00 - 23:00,103.94,EUR,2023,10,7,23
23:00 - 00:00,89.6,EUR,2023,10,7,24
00:00 - 01:00,84.89,EUR,2023,10,8,1
01:00 - 02:00,78,EUR,2023,10,8,2
02:00 - 03:00,71.81,EUR,2023,10,8,3
03:00 - 04:00,77.09,EUR,2023,10,8,4
04:00 - 05:00,83.51,EUR,2023,10,8,5
05:00 - 06:00,100,EUR,2023,10,8,6
06:00 - 07:00,102.08,EUR,2023,10,8,7
07:00 - 08:00,100.9,EUR,2023,10,8,8
08:00 - 09:00,86.94,EUR,2023,10,8,9
09:00 - 10:00,76.56,EUR,2023,10,8,10
10:00 - 11:00,70.56,EUR,2023,10,8,11
11:00 - 12:00,55.15,EUR,2023,10,8,12
12:00 - 13:00,54.62,EUR,2023,10,8,13
13:00 - 14:00,70.8,EUR,2023,10,8,14
14:00 - 15:00,89.15,EUR,2023,10,8,15
15:00 - 16:00,108.28,EUR,2023,10,8,16
16:00 - 17:00,132.32,EUR,2023,10,8,17
17:00 - 18:00,158.42,EUR,2023,10,8,18
18:00 - 19:00,131.85,EUR,2023,10,8,19
19:00 - 20:00,110.2,EUR,2023,10,8,20
20:00 - 21:00,104.42,EUR,2023,10,8,21
21:00 - 22:00,96.34,EUR,2023,10,8,22
22:00 - 23:00,91.11,EUR,2023,10,8,23
23:00 - 00:00,87.45,EUR,2023,10,8,24
00:00 - 01:00,82.44,EUR,2023,10,9,1
01:00 - 02:00,77.4,EUR,2023,10,9,2
02:00 - 03:00,75,EUR,2023,10,9,3
03:00 - 04:00,79.05,EUR,2023,10,9,4
04:00 - 05:00,96.5,EUR,2023,10,9,5
05:00 - 06:00,111.8,EUR,2023,10,9,6
06:00 - 07:00,127.02,EUR,2023,10,9,7
07:00 - 08:00,121.44,EUR,2023,10,9,8
08:00 - 09:00,111.57,EUR,2023,10,9,9
09:00 - 10:00,105.36,EUR,2023,10,9,10
10:00 - 11:00,98.55,EUR,2023,10,9,11
11:00 - 12:00,95.24,EUR,2023,10,9,12
12:00 - 13:00,97.41,EUR,2023,10,9,13
13:00 - 14:00,79.4,EUR,2023,10,9,14
14:00 - 15:00,108.2,EUR,2023,10,9,15
15:00 - 16:00,129.58,EUR,2023,10,9,16
16:00 - 17:00,189.22,EUR,2023,10,9,17
17:00 - 18:00,221.7,EUR,2023,10,9,18
18:00 - 19:00,184.5,EUR,2023,10,9,19
19:00 - 20:00,132.86,EUR,2023,10,9,20
20:00 - 21:00,120,EUR,2023,10,9,21
21:00 - 22:00,112.7,EUR,2023,10,9,22
22:00 - 23:00,104,EUR,2023,10,9,23
23:00 - 00:00,100.6,EUR,2023,10,9,24
00:00 - 01:00,99.9,EUR,2023,10,10,1
01:00 - 02:00,99.52,EUR,2023,10,10,2
02:00 - 03:00,97.37,EUR,2023,10,10,3
03:00 - 04:00,104.22,EUR,2023,10,10,4
04:00 - 05:00,128.7,EUR,2023,10,10,5
05:00 - 06:00,174.71,EUR,2023,10,10,6
06:00 - 07:00,177.75,EUR,2023,10,10,7
07:00 - 08:00,132.1,EUR,2023,10,10,8
08:00 - 09:00,113.97,EUR,2023,10,10,9
09:00 - 10:00,103.95,EUR,2023,10,10,10
10:00 - 11:00,94.55,EUR,2023,10,10,11
11:00 - 12:00,79.33,EUR,2023,10,10,12
12:00 - 13:00,78,EUR,2023,10,10,13
13:00 - 14:00,74.25,EUR,2023,10,10,14
14:00 - 15:00,86.6,EUR,2023,10,10,15
15:00 - 16:00,99.89,EUR,2023,10,10,16
16:00 - 17:00,128.85,EUR,2023,10,10,17
17:00 - 18:00,139.72,EUR,2023,10,10,18
18:00 - 19:00,104.58,EUR,2023,10,10,19
19:00 - 20:00,86.3,EUR,2023,10,10,20
20:00 - 21:00,88.59,EUR,2023,10,10,21
21:00 - 22:00,68.14,EUR,2023,10,10,22
22:00 - 23:00,62.75,EUR,2023,10,10,23
23:00 - 00:00,24.6,EUR,2023,10,10,24
00:00 - 01:00,5.82,EUR,2023,10,11,1
01:00 - 02:00,0.06,EUR,2023,10,11,2
02:00 - 03:00,0,EUR,2023,10,11,3
03:00 - 04:00,7.07,EUR,2023,10,11,4
04:00 - 05:00,78.84,EUR,2023,10,11,5
05:00 - 06:00,127.13,EUR,2023,10,11,6
06:00 - 07:00,134.63,EUR,2023,10,11,7
07:00 - 08:00,111.76,EUR,2023,10,11,8
08:00 - 09:00,59.58,EUR,2023,10,11,9
09:00 - 10:00,1.05,EUR,2023,10,11,10
10:00 - 11:00,0,EUR,2023,10,11,11
11:00 - 12:00,-0.06,EUR,2023,10,11,12
12:00 - 13:00,-0.04,EUR,2023,10,11,13
13:00 - 14:00,0.06,EUR,2023,10,11,14
14:00 - 15:00,60.42,EUR,2023,10,11,15
15:00 - 16:00,104.33,EUR,2023,10,11,16
16:00 - 17:00,128.24,EUR,2023,10,11,17
17:00 - 18:00,152,EUR,2023,10,11,18
18:00 - 19:00,142,EUR,2023,10,11,19
19:00 - 20:00,120.1,EUR,2023,10,11,20
20:00 - 21:00,112.96,EUR,2023,10,11,21
21:00 - 22:00,116.16,EUR,2023,10,11,22
22:00 - 23:00,128.76,EUR,2023,10,11,23
23:00 - 00:00,122.71,EUR,2023,10,11,24
00:00 - 01:00,138.12,EUR,2023,10,12,1
01:00 - 02:00,115,EUR,2023,10,12,2
02:00 - 03:00,89.04,EUR,2023,10,12,3
03:00 - 04:00,102.6,EUR,2023,10,12,4
04:00 - 05:00,126.5,EUR,2023,10,12,5
05:00 - 06:00,133.39,EUR,2023,10,12,6
06:00 - 07:00,148.39,EUR,2023,10,12,7
07:00 - 08:00,169.28,EUR,2023,10,12,8
08:00 - 09:00,131.72,EUR,2023,10,12,9
09:00 - 10:00,125,EUR,2023,10,12,10
10:00 - 11:00,111.08,EUR,2023,10,12,11
11:00 - 12:00,104.29,EUR,2023,10,12,12
12:00 - 13:00,108.38,EUR,2023,10,12,13
13:00 - 14:00,120,EUR,2023,10,12,14
14:00 - 15:00,123.58,EUR,2023,10,12,15
15:00 - 16:00,145.29,EUR,2023,10,12,16
16:00 - 17:00,170.29,EUR,2023,10,12,17
17:00 - 18:00,221.09,EUR,2023,10,12,18
18:00 - 19:00,151.61,EUR,2023,10,12,19
19:00 - 20:00,129.36,EUR,2023,10,12,20
20:00 - 21:00,123.5,EUR,2023,10,12,21
21:00 - 22:00,109.84,EUR,2023,10,12,22
22:00 - 23:00,123.99,EUR,2023,10,12,23
23:00 - 00:00,115,EUR,2023,10,12,24
00:00 - 01:00,107.14,EUR,2023,10,13,1
01:00 - 02:00,101.4,EUR,2023,10,13,2
02:00 - 03:00,99.9,EUR,2023,10,13,3
03:00 - 04:00,85.75,EUR,2023,10,13,4
04:00 - 05:00,104.2,EUR,2023,10,13,5
05:00 - 06:00,140.76,EUR,2023,10,13,6
06:00 - 07:00,144.92,EUR,2023,10,13,7
07:00 - 08:00,132.05,EUR,2023,10,13,8
08:00 - 09:00,99,EUR,2023,10,13,9
09:00 - 10:00,72.02,EUR,2023,10,13,10
10:00 - 11:00,34.45,EUR,2023,10,13,11
11:00 - 12:00,7.3,EUR,2023,10,13,12
12:00 - 13:00,4.31,EUR,2023,10,13,13
13:00 - 14:00,4.24,EUR,2023,10,13,14
14:00 - 15:00,10.17,EUR,2023,10,13,15
15:00 - 16:00,50.1,EUR,2023,10,13,16
16:00 - 17:00,79.91,EUR,2023,10,13,17
17:00 - 18:00,100,EUR,2023,10,13,18
18:00 - 19:00,74,EUR,2023,10,13,19
19:00 - 20:00,8,EUR,2023,10,13,20
20:00 - 21:00,0.21,EUR,2023,10,13,21
21:00 - 22:00,-0.81,EUR,2023,10,13,22
22:00 - 23:00,-0.09,EUR,2023,10,13,23
23:00 - 00:00,-2.57,EUR,2023,10,13,24
00:00 - 01:00,-0.9,EUR,2023,10,14,1
01:00 - 02:00,-1.03,EUR,2023,10,14,2
02:00 - 03:00,-1.39,EUR,2023,10,14,3
03:00 - 04:00,-1.27,EUR,2023,10,14,4
04:00 - 05:00,-0.3,EUR,2023,10,14,5
05:00 - 06:00,1.65,EUR,2023,10,14,6
06:00 - 07:00,34.21,EUR,2023,10,14,7
07:00 - 08:00,32.06,EUR,2023,10,14,8
08:00 - 09:00,3.82,EUR,2023,10,14,9
09:00 - 10:00,-0.01,EUR,2023,10,14,10
10:00 - 11:00,-2.9,EUR,2023,10,14,11
11:00 - 12:00,-2.62,EUR,2023,10,14,12
12:00 - 13:00,-2.11,EUR,2023,10,14,13
13:00 - 14:00,-0.08,EUR,2023,10,14,14
14:00 - 15:00,0.6,EUR,2023,10,14,15
15:00 - 16:00,68.13,EUR,2023,10,14,16
16:00 - 17:00,120,EUR,2023,10,14,17
17:00 - 18:00,166,EUR,2023,10,14,18
18:00 - 19:00,179.89,EUR,2023,10,14,19
19:00 - 20:00,128,EUR,2023,10,14,20
20:00 - 21:00,117.8,EUR,2023,10,14,21
21:00 - 22:00,111,EUR,2023,10,14,22
22:00 - 23:00,69,EUR,2023,10,14,23
23:00 - 00:00,34,EUR,2023,10,14,24
00:00 - 01:00,5.83,EUR,2023,10,15,1
01:00 - 02:00,9.11,EUR,2023,10,15,2
02:00 - 03:00,5.76,EUR,2023,10,15,3
03:00 - 04:00,7.67,EUR,2023,10,15,4
04:00 - 05:00,5.79,EUR,2023,10,15,5
05:00 - 06:00,46.83,EUR,2023,10,15,6
06:00 - 07:00,69.04,EUR,2023,10,15,7
07:00 - 08:00,78,EUR,2023,10,15,8
08:00 - 09:00,41.11,EUR,2023,10,15,9
09:00 - 10:00,-1.01,EUR,2023,10,15,10
10:00 - 11:00,-4.39,EUR,2023,10,15,11
11:00 - 12:00,-1.03,EUR,2023,10,15,12
12:00 - 13:00,-7.1,EUR,2023,10,15,13
13:00 - 14:00,4.86,EUR,2023,10,15,14
14:00 - 15:00,33.64,EUR,2023,10,15,15
15:00 - 16:00,111.6,EUR,2023,10,15,16
16:00 - 17:00,160.83,EUR,2023,10,15,17
17:00 - 18:00,187.63,EUR,2023,10,15,18
18:00 - 19:00,194,EUR,2023,10,15,19
19:00 - 20:00,145,EUR,2023,10,15,20
20:00 - 21:00,136.8,EUR,2023,10,15,21
21:00 - 22:00,135.6,EUR,2023,10,15,22
22:00 - 23:00,120.2,EUR,2023,10,15,23
23:00 - 00:00,116.6,EUR,2023,10,15,24
00:00 - 01:00,110.7,EUR,2023,10,16,1
01:00 - 02:00,110.1,EUR,2023,10,16,2
02:00 - 03:00,107,EUR,2023,10,16,3
03:00 - 04:00,110,EUR,2023,10,16,4
04:00 - 05:00,139.56,EUR,2023,10,16,5
05:00 - 06:00,159.37,EUR,2023,10,16,6
06:00 - 07:00,204,EUR,2023,10,16,7
07:00 - 08:00,164.3,EUR,2023,10,16,8
08:00 - 09:00,167.99,EUR,2023,10,16,9
09:00 - 10:00,120.3,EUR,2023,10,16,10
10:00 - 11:00,113.76,EUR,2023,10,16,11
11:00 - 12:00,106.26,EUR,2023,10,16,12
12:00 - 13:00,109.49,EUR,2023,10,16,13
13:00 - 14:00,116.75,EUR,2023,10,16,14
14:00 - 15:00,138.96,EUR,2023,10,16,15
15:00 - 16:00,170.23,EUR,2023,10,16,16
16:00 - 17:00,214.4,EUR,2023,10,16,17
17:00 - 18:00,240,EUR,2023,10,16,18
18:00 - 19:00,160.64,EUR,2023,10,16,19
19:00 - 20:00,145.44,EUR,2023,10,16,20
20:00 - 21:00,135.2,EUR,2023,10,16,21
21:00 - 22:00,119.22,EUR,2023,10,16,22
22:00 - 23:00,127.58,EUR,2023,10,16,23
23:00 - 00:00,114.04,EUR,2023,10,16,24
00:00 - 01:00,108.4,EUR,2023,10,17,1
01:00 - 02:00,106.57,EUR,2023,10,17,2
02:00 - 03:00,105.44,EUR,2023,10,17,3
03:00 - 04:00,113.85,EUR,2023,10,17,4
04:00 - 05:00,133,EUR,2023,10,17,5
05:00 - 06:00,161.78,EUR,2023,10,17,6
06:00 - 07:00,187.33,EUR,2023,10,17,7
07:00 - 08:00,159.45,EUR,2023,10,17,8
08:00 - 09:00,134.98,EUR,2023,10,17,9
09:00 - 10:00,113.67,EUR,2023,10,17,10
10:00 - 11:00,105.61,EUR,2023,10,17,11
11:00 - 12:00,88.61,EUR,2023,10,17,12
12:00 - 13:00,80.98,EUR,2023,10,17,13
13:00 - 14:00,97.25,EUR,2023,10,17,14
14:00 - 15:00,119,EUR,2023,10,17,15
15:00 - 16:00,139.89,EUR,2023,10,17,16
16:00 - 17:00,159.8,EUR,2023,10,17,17
17:00 - 18:00,161.69,EUR,2023,10,17,18
18:00 - 19:00,128.48,EUR,2023,10,17,19
19:00 - 20:00,119.72,EUR,2023,10,17,20
20:00 - 21:00,108.48,EUR,2023,10,17,21
21:00 - 22:00,95.14,EUR,2023,10,17,22
22:00 - 23:00,76.18,EUR,2023,10,17,23
23:00 - 00:00,63.35,EUR,2023,10,17,24
00:00 - 01:00,57.73,EUR,2023,10,18,1
01:00 - 02:00,49.56,EUR,2023,10,18,2
02:00 - 03:00,42.54,EUR,2023,10,18,3
03:00 - 04:00,48.42,EUR,2023,10,18,4
04:00 - 05:00,86.65,EUR,2023,10,18,5
05:00 - 06:00,119.28,EUR,2023,10,18,6
06:00 - 07:00,148.45,EUR,2023,10,18,7
07:00 - 08:00,119.13,EUR,2023,10,18,8
08:00 - 09:00,89.99,EUR,2023,10,18,9
09:00 - 10:00,76.92,EUR,2023,10,18,10
10:00 - 11:00,70.09,EUR,2023,10,18,11
11:00 - 12:00,64,EUR,2023,10,18,12
12:00 - 13:00,65.87,EUR,2023,10,18,13
13:00 - 14:00,66.73,EUR,2023,10,18,14
14:00 - 15:00,74.9,EUR,2023,10,18,15
15:00 - 16:00,102.55,EUR,2023,10,18,16
16:00 - 17:00,105.5,EUR,2023,10,18,17
17:00 - 18:00,106.78,EUR,2023,10,18,18
18:00 - 19:00,96.85,EUR,2023,10,18,19
19:00 - 20:00,85.54,EUR,2023,10,18,20
20:00 - 21:00,65.79,EUR,2023,10,18,21
21:00 - 22:00,34.8,EUR,2023,10,18,22
22:00 - 23:00,5.17,EUR,2023,10,18,23
23:00 - 00:00,-3.7,EUR,2023,10,18,24
00:00 - 01:00,-4.4,EUR,2023,10,19,1
01:00 - 02:00,0,EUR,2023,10,19,2
02:00 - 03:00,-2.57,EUR,2023,10,19,3
03:00 - 04:00,15.27,EUR,2023,10,19,4
04:00 - 05:00,80.06,EUR,2023,10,19,5
05:00 - 06:00,103.12,EUR,2023,10,19,6
06:00 - 07:00,122.39,EUR,2023,10,19,7
07:00 - 08:00,127,EUR,2023,10,19,8
08:00 - 09:00,123.7,EUR,2023,10,19,9
09:00 - 10:00,126.07,EUR,2023,10,19,10
10:00 - 11:00,125.45,EUR,2023,10,19,11
11:00 - 12:00,122,EUR,2023,10,19,12
12:00 - 13:00,120.34,EUR,2023,10,19,13
13:00 - 14:00,120.64,EUR,2023,10,19,14
14:00 - 15:00,126,EUR,2023,10,19,15
15:00 - 16:00,147.92,EUR,2023,10,19,16
16:00 - 17:00,160,EUR,2023,10,19,17
17:00 - 18:00,155,EUR,2023,10,19,18
18:00 - 19:00,116.8,EUR,2023,10,19,19
19:00 - 20:00,99.9,EUR,2023,10,19,20
20:00 - 21:00,106,EUR,2023,10,19,21
21:00 - 22:00,95.2,EUR,2023,10,19,22
22:00 - 23:00,77.59,EUR,2023,10,19,23
23:00 - 00:00,60.82,EUR,2023,10,19,24
00:00 - 01:00,41.36,EUR,2023,10,20,1
01:00 - 02:00,23.19,EUR,2023,10,20,2
02:00 - 03:00,5.41,EUR,2023,10,20,3
03:00 - 04:00,32.61,EUR,2023,10,20,4
04:00 - 05:00,73.02,EUR,2023,10,20,5
05:00 - 06:00,108.12,EUR,2023,10,20,6
06:00 - 07:00,119.61,EUR,2023,10,20,7
07:00 - 08:00,124.76,EUR,2023,10,20,8
08:00 - 09:00,124.92,EUR,2023,10,20,9
09:00 - 10:00,118.32,EUR,2023,10,20,10
10:00 - 11:00,111.8,EUR,2023,10,20,11
11:00 - 12:00,114.1,EUR,2023,10,20,12
12:00 - 13:00,103.7,EUR,2023,10,20,13
13:00 - 14:00,98.34,EUR,2023,10,20,14
14:00 - 15:00,99.66,EUR,2023,10,20,15
15:00 - 16:00,122.8,EUR,2023,10,20,16
16:00 - 17:00,135.97,EUR,2023,10,20,17
17:00 - 18:00,144.6,EUR,2023,10,20,18
18:00 - 19:00,117.5,EUR,2023,10,20,19
19:00 - 20:00,94.88,EUR,2023,10,20,20
20:00 - 21:00,91,EUR,2023,10,20,21
21:00 - 22:00,68,EUR,2023,10,20,22
22:00 - 23:00,53.1,EUR,2023,10,20,23
23:00 - 00:00,37.27,EUR,2023,10,20,24
00:00 - 01:00,39.74,EUR,2023,10,21,1
01:00 - 02:00,34.62,EUR,2023,10,21,2
02:00 - 03:00,40.46,EUR,2023,10,21,3
03:00 - 04:00,35.52,EUR,2023,10,21,4
04:00 - 05:00,41.62,EUR,2023,10,21,5
05:00 - 06:00,63.83,EUR,2023,10,21,6
06:00 - 07:00,74.71,EUR,2023,10,21,7
07:00 - 08:00,59,EUR,2023,10,21,8
08:00 - 09:00,44.83,EUR,2023,10,21,9
09:00 - 10:00,31.1,EUR,2023,10,21,10
10:00 - 11:00,20.8,EUR,2023,10,21,11
11:00 - 12:00,10,EUR,2023,10,21,12
12:00 - 13:00,13.21,EUR,2023,10,21,13
13:00 - 14:00,26.65,EUR,2023,10,21,14
14:00 - 15:00,61.59,EUR,2023,10,21,15
15:00 - 16:00,92.85,EUR,2023,10,21,16
16:00 - 17:00,114.82,EUR,2023,10,21,17
17:00 - 18:00,114.75,EUR,2023,10,21,18
18:00 - 19:00,90,EUR,2023,10,21,19
19:00 - 20:00,52.65,EUR,2023,10,21,20
20:00 - 21:00,48.93,EUR,2023,10,21,21
21:00 - 22:00,40.15,EUR,2023,10,21,22
22:00 - 23:00,39.37,EUR,2023,10,21,23
23:00 - 00:00,30.36,EUR,2023,10,21,24
00:00 - 01:00,18.59,EUR,2023,10,22,1
01:00 - 02:00,15.63,EUR,2023,10,22,2
02:00 - 03:00,18.35,EUR,2023,10,22,3
03:00 - 04:00,34.32,EUR,2023,10,22,4
04:00 - 05:00,30.26,EUR,2023,10,22,5
05:00 - 06:00,58.2,EUR,2023,10,22,6
06:00 - 07:00,54.89,EUR,2023,10,22,7
07:00 - 08:00,64.9,EUR,2023,10,22,8
08:00 - 09:00,51.94,EUR,2023,10,22,9
09:00 - 10:00,48.84,EUR,2023,10,22,10
10:00 - 11:00,44.99,EUR,2023,10,22,11
11:00 - 12:00,29.19,EUR,2023,10,22,12
12:00 - 13:00,30.84,EUR,2023,10,22,13
13:00 - 14:00,51.54,EUR,2023,10,22,14
14:00 - 15:00,75.93,EUR,2023,10,22,15
15:00 - 16:00,129.45,EUR,2023,10,22,16
16:00 - 17:00,149.9,EUR,2023,10,22,17
17:00 - 18:00,149.94,EUR,2023,10,22,18
18:00 - 19:00,139.89,EUR,2023,10,22,19
19:00 - 20:00,112.47,EUR,2023,10,22,20
20:00 - 21:00,102.18,EUR,2023,10,22,21
21:00 - 22:00,101.09,EUR,2023,10,22,22
22:00 - 23:00,115.02,EUR,2023,10,22,23
23:00 - 00:00,101,EUR,2023,10,22,24
00:00 - 01:00,101.28,EUR,2023,10,23,1
01:00 - 02:00,100.22,EUR,2023,10,23,2
02:00 - 03:00,98.94,EUR,2023,10,23,3
03:00 - 04:00,105.98,EUR,2023,10,23,4
04:00 - 05:00,135.53,EUR,2023,10,23,5
05:00 - 06:00,173.6,EUR,2023,10,23,6
06:00 - 07:00,198.39,EUR,2023,10,23,7
07:00 - 08:00,151.81,EUR,2023,10,23,8
08:00 - 09:00,128.07,EUR,2023,10,23,9
09:00 - 10:00,109.03,EUR,2023,10,23,10
10:00 - 11:00,102.26,EUR,2023,10,23,11
11:00 - 12:00,103.22,EUR,2023,10,23,12
12:00 - 13:00,107,EUR,2023,10,23,13
13:00 - 14:00,125.07,EUR,2023,10,23,14
14:00 - 15:00,132.44,EUR,2023,10,23,15
15:00 - 16:00,147.25,EUR,2023,10,23,16
16:00 - 17:00,158.68,EUR,2023,10,23,17
17:00 - 18:00,154.7,EUR,2023,10,23,18
18:00 - 19:00,124.7,EUR,2023,10,23,19
19:00 - 20:00,103.82,EUR,2023,10,23,20
20:00 - 21:00,108,EUR,2023,10,23,21
21:00 - 22:00,92.76,EUR,2023,10,23,22
22:00 - 23:00,101.33,EUR,2023,10,23,23
23:00 - 00:00,97.21,EUR,2023,10,23,24
00:00 - 01:00,94.54,EUR,2023,10,24,1
01:00 - 02:00,89.46,EUR,2023,10,24,2
02:00 - 03:00,90.27,EUR,2023,10,24,3
03:00 - 04:00,94.45,EUR,2023,10,24,4
04:00 - 05:00,101.12,EUR,2023,10,24,5
05:00 - 06:00,119.67,EUR,2023,10,24,6
06:00 - 07:00,130.31,EUR,2023,10,24,7
07:00 - 08:00,136.35,EUR,2023,10,24,8
08:00 - 09:00,128.37,EUR,2023,10,24,9
09:00 - 10:00,125,EUR,2023,10,24,10
10:00 - 11:00,118.99,EUR,2023,10,24,11
11:00 - 12:00,112.54,EUR,2023,10,24,12
12:00 - 13:00,105.9,EUR,2023,10,24,13
13:00 - 14:00,100.1,EUR,2023,10,24,14
14:00 - 15:00,109.9,EUR,2023,10,24,15
15:00 - 16:00,137.94,EUR,2023,10,24,16
16:00 - 17:00,149.9,EUR,2023,10,24,17
17:00 - 18:00,154.15,EUR,2023,10,24,18
18:00 - 19:00,133.45,EUR,2023,10,24,19
19:00 - 20:00,119.31,EUR,2023,10,24,20
20:00 - 21:00,114.1,EUR,2023,10,24,21
21:00 - 22:00,102.78,EUR,2023,10,24,22
22:00 - 23:00,99.07,EUR,2023,10,24,23
